Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_id	gene_name	gene_type	havana_gene	hgnc_id	level	ont	A1	A2	A3	A5	HD4	H5	H6	A4	H1	H2
10	87203717	87206616	2899	+	ENSG00000287077.1	ENSG00000287077.1	ENSG00000287077	lncRNA	OTTHUMG00000195005.1	---	2	---	0	1	1	0	1	1	0	4	3	1
20	56550605	56555580	4975	+	ENSG00000287079.1	ENSG00000287079.1	ENSG00000287079	lncRNA	OTTHUMG00000195166.1	---	2	---	9	10	13	6	3	5	6	4	2	1
3	10149986	10153327	3341	-	ENSG00000287086.1	ENSG00000287086.1	ENSG00000287086	lncRNA	OTTHUMG00000193580.1	---	2	---	9.7346e-05	1.19941	0.081736	1.33961e-26	5.33171	21.2986	13.3715	2.37766e-23	0.00335478	0.100252
2	159797288	159798044	756	-	ENSG00000287091.1	ENSG00000287091.1	ENSG00000287091	lncRNA	OTTHUMG00000193918.1	---	2	---	44	47	81	28	113	84	204	7	41	73
8	132702812	132722284	19472	+	ENSG00000287095.1	ENSG00000287095.1	ENSG00000287095	lncRNA	OTTHUMG00000195666.1	---	2	---	2	22	4	0	38	28	22	0	28	2
4	2859983	2862674	2691	-	ENSG00000287099.1	ENSG00000287099.1	ENSG00000287099	lncRNA	OTTHUMG00000195262.1	---	2	---	4	8	4	1	1	2	0	2	0	0
6	119349886	119689174	339288	+	ENSG00000287100.3	ENSG00000287100.3	ENSG00000287100	lncRNA	OTTHUMG00000193986.1	---	2	---	6	4	3	3	9	7	12	3	7	5
4	6985913	6987053	1140	-	ENSG00000287104.2	ENSG00000287104.2	ENSG00000287104	lncRNA	OTTHUMG00000193864.1	---	2	---	47	45	106	82	122	102	157	51	42	61
3	128871913	128879476	7563	-	ENSG00000287110.3	ENSG00000287110.3	ACAD9-DT	lncRNA	OTTHUMG00000195862.1	HGNC:56086	2	---	1	7	2	10	4	4	5	5	5	1
2	144523541	144524652	1111	-	ENSG00000287115.2	ENSG00000287115.2	LINC02993	lncRNA	OTTHUMG00000193812.1	HGNC:56105	2	---	1	0	3	11	2	2	15	11	6	4
10	23438958	23530440	91482	+	ENSG00000287124.2	ENSG00000287124.2	ENSG00000287124	lncRNA	OTTHUMG00000194767.1	---	2	---	2	1	1	2	2	0	8	9	6	7
2	3568505	3575101	6596	-	ENSG00000287126.1	ENSG00000287126.1	ENSG00000287126	lncRNA	OTTHUMG00000195597.1	---	2	---	8	16	17	18	14	18	55	18	8	3
3	71785428	71786426	998	+	ENSG00000287131.1	ENSG00000287131.1	ENSG00000287131	lncRNA	OTTHUMG00000195225.1	---	2	---	7	21	16	15	27	27	20	12	26	9
2	131647990	131767405	119415	+	ENSG00000287151.1	ENSG00000287151.1	C2orf27A	lncRNA	OTTHUMG00000193774.2	HGNC:25077	2	---	0	0	2	3	0.704939	8	2.91999	0	1	2
8	23492170	23494898	2728	+	ENSG00000287166.1	ENSG00000287166.1	ENSG00000287166	lncRNA	OTTHUMG00000195172.1	---	2	---	1.87875	10.245	3	3	7	0	7.59929e-17	5	2	0
14	68693656	68695735	2079	-	ENSG00000287167.1	ENSG00000287167.1	ENSG00000287167	lncRNA	OTTHUMG00000194831.1	---	2	---	0	7	6	6	9	8	1	12	7	3
9	62801534	62802716	1182	-	ENSG00000287168.3	ENSG00000287168.3	ENSG00000287168	lncRNA	OTTHUMG00000194654.1	---	2	---	12	12	19	5	86	150	64	9	87	6
5	93621683	93675082	53399	+	ENSG00000287180.1	ENSG00000287180.1	ENSG00000287180	lncRNA	OTTHUMG00000195106.1	---	2	---	0	4	0	0	3	1	2	0	0	0
4	88352222	88358424	6202	-	ENSG00000287181.1	ENSG00000287181.1	ENSG00000287181	lncRNA	OTTHUMG00000195490.1	---	2	---	0	0	0	0	0	1	1	8	6	0
8	25179113	25184235	5122	-	ENSG00000287185.1	ENSG00000287185.1	ENSG00000287185	lncRNA	OTTHUMG00000195519.1	---	2	---	3	9	7	8	9	11	19	6	19	4
17	82450911	82452214	1303	+	ENSG00000287193.1	ENSG00000287193.1	ENSG00000287193	lncRNA	OTTHUMG00000193884.1	---	2	---	5	7	10	24	7	5	3	11	3	4
8	129953729	129964635	10906	+	ENSG00000287195.1	ENSG00000287195.1	ENSG00000287195	lncRNA	OTTHUMG00000195514.1	---	2	---	0	2	3	1	6	3	3	1	4	1
12	57457596	57462819	5223	-	ENSG00000287200.1	ENSG00000287200.1	ENSG00000287200	lncRNA	OTTHUMG00000195092.1	---	2	---	3	6	6	1.39113	18	7	3	9.7332	4	2
8	130248287	130251052	2765	+	ENSG00000287201.1	ENSG00000287201.1	ENSG00000287201	lncRNA	OTTHUMG00000194433.1	---	2	---	14	24	26	34	167	212	167	70	62	59
12	108532074	108539739	7665	+	ENSG00000287202.1	ENSG00000287202.1	ENSG00000287202	lncRNA	OTTHUMG00000194171.1	---	2	---	2.09282	7	7	2	4	8.02013	14	1.02088	5	8.07316
9	90921990	90922857	867	+	ENSG00000287212.1	ENSG00000287212.1	ENSG00000287212	lncRNA	OTTHUMG00000194124.1	---	2	---	1	4	0	0	0	0	1	4	0	0
8	67313043	67314638	1595	-	ENSG00000287214.1	ENSG00000287214.1	ENSG00000287214	lncRNA	OTTHUMG00000195679.1	---	2	---	0	4	5	4	4	1	4	1	1	2
4	153633692	153655690	21998	-	ENSG00000287216.1	ENSG00000287216.1	ENSG00000287216	lncRNA	OTTHUMG00000195535.1	---	2	---	2	20	2	0	10	10	5	14	9	1
1	61588049	61589905	1856	-	ENSG00000287224.1	ENSG00000287224.1	ENSG00000287224	lncRNA	OTTHUMG00000194275.1	---	2	---	1	2	5	3	0	2	1	0	0	1
22	37033124	37035514	2390	+	ENSG00000287236.1	ENSG00000287236.1	ENSG00000287236	lncRNA	OTTHUMG00000194001.1	---	2	---	1	2	4	5	4	4	7	3	2	0
12	94260548	94262300	1752	-	ENSG00000287237.1	ENSG00000287237.1	ENSG00000287237	lncRNA	OTTHUMG00000195246.1	---	2	---	25.5803	26.95	38.1087	0	86.9547	77.5848	44.3854	0	36.9373	36.1055
2	73823154	73824594	1440	-	ENSG00000287250.1	ENSG00000287250.1	ENSG00000287250	lncRNA	OTTHUMG00000195623.1	---	2	---	1	7	10	3	1	11	11	3	3	5
6	27757416	27763270	5854	+	ENSG00000287252.3	ENSG00000287252.3	ENSG00000287252	lncRNA	OTTHUMG00000195203.1	---	2	---	1	0	0	2	2	3	0	5	0	3
2	40511921	40545794	33873	+	ENSG00000287255.3	ENSG00000287255.3	ENSG00000287255	lncRNA	OTTHUMG00000194784.1	---	2	---	394.999	1091	369.001	3132.97	156	278	426	569.999	124	130
10	98446287	98453811	7524	+	ENSG00000287261.3	ENSG00000287261.3	HPS1-AS1	lncRNA	OTTHUMG00000193990.1	HGNC:56166	2	---	6	4	6	1	5	4	5	4	4	3
4	39539395	39546074	6679	-	ENSG00000287262.1	ENSG00000287262.1	ENSG00000287262	lncRNA	OTTHUMG00000195548.1	---	2	---	3	13	1	8	2	8	8	6	5	3
5	42983636	42993341	9705	-	ENSG00000287263.3	ENSG00000287263.3	ENSG00000287263	lncRNA	OTTHUMG00000195463.1	---	2	---	806.998	640	928.002	792.001	636.001	733.001	874.003	1104	462.999	240
6	285443	292014	6571	-	ENSG00000287265.1	ENSG00000287265.1	ENSG00000287265	lncRNA	OTTHUMG00000195543.1	---	2	---	18	98	6	24	59	43	20	15	18	11
10	6824275	7118470	294195	-	ENSG00000287277.1	ENSG00000287277.1	ENSG00000287277	lncRNA	OTTHUMG00000017626.2	---	2	---	0	1	1	0	18	15	19	0	4	1
3	197665316	197674864	9548	+	ENSG00000287286.1	ENSG00000287286.1	ENSG00000287286	lncRNA	OTTHUMG00000195649.1	---	2	---	10.8183	0.00944004	7.28927	201.115	0.0172622	0.0439092	0.026836	452.372	0.2371	0.0515826
2	200390666	200478019	87353	-	ENSG00000287299.1	ENSG00000287299.1	ENSG00000287299	lncRNA	OTTHUMG00000195798.1	---	2	---	0	0	1.28761e-39	0	1.06812	1.05697	2.11795	1.1133	6.42175	2.03412e-41
1	228357012	228368555	11543	-	ENSG00000287315.1	ENSG00000287315.1	ENSG00000287315	lncRNA	OTTHUMG00000193832.1	---	2	---	0	1.65117	5.96055	0	1.04675	2.19645	0	3	3	1
7	64651655	64655837	4182	+	ENSG00000287317.1	ENSG00000287317.1	ENSG00000287317	lncRNA	OTTHUMG00000194400.1	---	2	---	0	23	0	6	8	0	0	16	1	1
1	223091872	223103336	11464	-	ENSG00000287338.1	ENSG00000287338.1	ENSG00000287338	lncRNA	OTTHUMG00000195717.1	---	2	---	9	28	5	16	3	5	6	3	15	0
1	2315040	2323086	8046	+	ENSG00000287356.1	ENSG00000287356.1	ENSG00000287356	lncRNA	OTTHUMG00000193849.2	---	2	---	0	5	7.52773	10.5834	4	11.3087	16.7596	7	7.18772e-37	3
5	54663327	54737058	73731	+	ENSG00000287367.2	ENSG00000287367.2	ENSG00000287367	lncRNA	OTTHUMG00000195295.1	---	2	---	1	2	1	0	10	18	26	0	7	9
4	55938153	55947997	9844	-	ENSG00000287382.1	ENSG00000287382.1	ENSG00000287382	lncRNA	OTTHUMG00000194819.1	---	2	---	1	0	3	0	0	1	1	6	0	0
14	68605396	68611733	6337	-	ENSG00000287385.1	ENSG00000287385.1	ENSG00000287385	lncRNA	OTTHUMG00000194811.1	---	2	---	1	0	2.58253	0	11	6.95717	5.41597	1	1.43009	4.95556e-16
2	43219849	43223228	3379	+	ENSG00000287387.1	ENSG00000287387.1	ENSG00000287387	lncRNA	OTTHUMG00000195746.1	---	2	---	17.9942	17.2652	51.6949	847.799	39.6075	65.2688	38.1802	774.689	25.2399	15.4117
2	239194118	239197655	3537	+	ENSG00000287405.1	ENSG00000287405.1	ENSG00000287405	lncRNA	OTTHUMG00000195808.1	---	2	---	2	7	6	3	3	4	1	2	0	1
20	19208652	19212165	3513	-	ENSG00000287430.1	ENSG00000287430.1	ENSG00000287430	lncRNA	OTTHUMG00000195078.1	---	2	---	2	0	0	2	5	1	4	0	0	2
14	90291516	90294943	3427	+	ENSG00000287437.1	ENSG00000287437.1	ENSG00000287437	lncRNA	OTTHUMG00000194794.1	---	2	---	2.03196	4	1	0	9.04425	10	4.06292	0	7	1
5	93790505	93801321	10816	+	ENSG00000287447.1	ENSG00000287447.1	ENSG00000287447	lncRNA	OTTHUMG00000195529.1	---	2	---	0	9	7	1	5	8	3	0	1	0
6	35650997	35652857	1860	+	ENSG00000287458.1	ENSG00000287458.1	ENSG00000287458	lncRNA	OTTHUMG00000195499.1	---	2	---	3	22	3	0	0	0	2	0	0	0
17	20416610	20447225	30615	+	ENSG00000287490.1	ENSG00000287490.1	ENSG00000287490	lncRNA	OTTHUMG00000193776.1	---	2	---	0.00333235	3.04117e-10	1.09429e-06	1.74166e-10	1.88206	2.00077	4.18155	5.19425	2.70097e-15	2.32774e-13
6	6710477	6713977	3500	+	ENSG00000287497.3	ENSG00000287497.3	ENSG00000287497	lncRNA	OTTHUMG00000194303.1	---	2	---	3	0	0	0	4.79182	2	6.34549	0	2	5.07482e-11
21	43768320	43771667	3347	+	ENSG00000287507.1	ENSG00000287507.1	ENSG00000287507	lncRNA	OTTHUMG00000194027.1	---	2	---	1	1	3	0	2	0	0	2	2	1
1	30731693	30733428	1735	+	ENSG00000287510.1	ENSG00000287510.1	ENSG00000287510	lncRNA	OTTHUMG00000194655.1	---	2	---	8.99205	36.8305	14.8052	0.000621503	38.0795	50.6789	40.2577	12.4433	38.5964	5.33453e-10
12	49536677	49538895	2218	-	ENSG00000287537.1	ENSG00000287537.1	ENSG00000287537	lncRNA	OTTHUMG00000193837.1	---	2	---	10	12	18	23	6	2	2	0	0	0
17	78845345	78846687	1342	+	ENSG00000287539.1	ENSG00000287539.1	ENSG00000287539	lncRNA	OTTHUMG00000195257.1	---	2	---	0	3.56221e-09	0	0	7.12442e-09	5	3.56221e-09	10	0	1
4	88523810	88708451	184641	+	ENSG00000287542.1	ENSG00000287542.1	HERC3	protein_coding	OTTHUMG00000192438.2	HGNC:4876	2	---	160.201	224.564	225.994	23.7372	498.136	665.733	404.431	59.1757	415.879	170.178
15	74040190	74043333	3143	-	ENSG00000287543.1	ENSG00000287543.1	ENSG00000287543	lncRNA	OTTHUMG00000195408.1	---	2	---	1.17603	1	1.17332	3.83207e-34	11.3055	1.10819	1.27024	2.38382	13.1866	6.22737e-41
11	13463377	13464718	1341	+	ENSG00000287548.1	ENSG00000287548.1	ENSG00000287548	lncRNA	OTTHUMG00000193879.1	---	2	---	1	0	6	0	0	4	4	0	0	1
X	41008427	41029307	20880	-	ENSG00000287549.1	ENSG00000287549.1	ENSG00000287549	lncRNA	OTTHUMG00000194554.1	---	2	---	0	2	1	6	0	4	0	2	2	2
4	152448275	152513789	65514	+	ENSG00000287555.1	ENSG00000287555.1	ENSG00000287555	lncRNA	OTTHUMG00000195541.1	---	2	---	3	6	1	4	12	9	7	5	6	9
7	44582519	44583677	1158	+	ENSG00000287574.1	ENSG00000287574.1	ENSG00000287574	lncRNA	OTTHUMG00000193904.1	---	2	---	2	6	1	1	14	3	2	2	4	2
13	110132003	110136907	4904	-	ENSG00000287575.1	ENSG00000287575.1	ENSG00000287575	lncRNA	OTTHUMG00000194869.1	---	2	---	4	13	10	7	4	1	3	0	1	2
8	143541648	143545129	3481	+	ENSG00000287576.1	ENSG00000287576.1	ENSG00000287576	lncRNA	OTTHUMG00000195553.1	---	2	---	5.53835	39.1713	2.39152	5	46.9941	0	34.8247	19.5493	2	1
2	2697490	2701813	4323	-	ENSG00000287583.1	ENSG00000287583.1	ENSG00000287583	lncRNA	OTTHUMG00000195603.1	---	2	---	0	0	3	0	2	7	11	0	3	0
1	4730211	4734993	4782	-	ENSG00000287586.1	ENSG00000287586.1	ENSG00000287586	lncRNA	OTTHUMG00000195722.1	---	2	---	0	0	12	23	355	557	426	3	47	124
3	72738906	72740542	1636	+	ENSG00000287595.3	ENSG00000287595.3	ENSG00000287595	lncRNA	OTTHUMG00000195793.1	---	2	---	0	0	0	0	1	6	4	1	1	2
1	244834374	244835012	638	-	ENSG00000287601.1	ENSG00000287601.1	ENSG00000287601	lncRNA	OTTHUMG00000193943.1	---	2	---	0	0	0	0	5	2	5	0	1	1
19	53434661	53473937	39276	-	ENSG00000287608.1	ENSG00000287608.1	ENSG00000287608	lncRNA	OTTHUMG00000195826.1	---	2	---	0	1	0	0	3	1	3	0	2	0
18	24500130	24508276	8146	+	ENSG00000287611.3	ENSG00000287611.3	ENSG00000287611	lncRNA	OTTHUMG00000194920.1	---	2	---	0	0	2	0	1	0	7	0	2	0
10	20095125	20099665	4540	-	ENSG00000287613.1	ENSG00000287613.1	ENSG00000287613	lncRNA	OTTHUMG00000195104.1	---	2	---	0	3	0	0	6	2	2	0	1	1
3	39177761	39179587	1826	+	ENSG00000287620.1	ENSG00000287620.1	ENSG00000287620	lncRNA	OTTHUMG00000195002.1	---	2	---	0	3	1	5	1	1	1	3	0	0
2	84926019	84966686	40667	+	ENSG00000287625.1	ENSG00000287625.1	ENSG00000287625	lncRNA	OTTHUMG00000195736.1	---	2	---	0	1	3	0	4	6	8	2	2	5
6	15555780	15559981	4201	+	ENSG00000287626.1	ENSG00000287626.1	ENSG00000287626	lncRNA	OTTHUMG00000194553.1	---	2	---	1	35	8	27	17	5	2	4	3	2
3	42665873	42683794	17921	-	ENSG00000287629.1	ENSG00000287629.1	ENSG00000287629	lncRNA	OTTHUMG00000195643.1	---	2	---	1.23735	12.0476	6.25215	1.58141e-12	2.67869	5.31677	3.56438e-28	1.51256e-16	1.39599e-21	2.99338e-29
7	100388809	100398367	9558	-	ENSG00000287631.1	ENSG00000287631.1	ENSG00000287631	lncRNA	OTTHUMG00000195205.1	---	2	---	2	1	0	8	4	10.097	10	10	3	1
14	70945640	70959030	13390	-	ENSG00000287643.1	ENSG00000287643.1	ENSG00000287643	lncRNA	OTTHUMG00000195058.1	---	2	---	1.08127	9.21805	3.23217	4.62161	3.06269	3.30904	6.42673	0	4.31272	1.00572
17	40317698	40318677	979	-	ENSG00000287644.1	ENSG00000287644.1	ENSG00000287644	lncRNA	OTTHUMG00000194678.1	---	2	---	22.7817	69.9594	79.5368	9	114.96	95.5355	79.5444	7	27.5864	29.883
7	4725440	4728722	3282	+	ENSG00000287665.1	ENSG00000287665.1	ENSG00000287665	lncRNA	OTTHUMG00000194963.1	---	2	---	6	2	9	1	14	10	11	2	3	6
2	88016780	88021452	4672	+	ENSG00000287670.1	ENSG00000287670.1	ENSG00000287670	lncRNA	OTTHUMG00000195688.1	---	2	---	6	5	3	0	45	30	30	0	8	9
6	41080624	41101057	20433	-	ENSG00000287678.1	ENSG00000287678.1	ENSG00000287678	lncRNA	OTTHUMG00000194629.1	---	2	---	4	4.09844	0	0	3.03387	5.10957	1.01217	0	2.04313	1.0074
6	61870097	61893883	23786	+	ENSG00000287679.1	ENSG00000287679.1	ENSG00000287679	lncRNA	OTTHUMG00000195460.1	---	2	---	0	1	0	0	0	1	2	6	0	0
18	77042864	77044740	1876	+	ENSG00000287680.1	ENSG00000287680.1	ENSG00000287680	lncRNA	OTTHUMG00000194950.1	---	2	---	3	44	1	0	31	14	3	0	4	1
1	32925454	32951639	26185	+	ENSG00000287691.1	ENSG00000287691.1	ENSG00000287691	lncRNA	OTTHUMG00000194487.1	---	2	---	4	1	0	5	0	3	3	4	3	5
1	174998353	174999624	1271	-	ENSG00000287697.1	ENSG00000287697.1	ENSG00000287697	lncRNA	OTTHUMG00000194004.1	---	2	---	0	1.10145	0	0	1.05164	4.09511	1.04555	1.02151	1.34066	1
17	42577825	42578367	542	+	ENSG00000287710.1	ENSG00000287710.1	ENSG00000287710	lncRNA	OTTHUMG00000194090.1	---	2	---	5	15	21	23	9	10	8	8	8	2
12	7838914	7844396	5482	+	ENSG00000287713.1	ENSG00000287713.1	ENSG00000287713	lncRNA	OTTHUMG00000195356.1	---	2	---	32.9477	19.2796	44.0965	43.4161	4.84878	40.0315	22.318	6.00552	20	1.74418
17	28204616	28223736	19120	+	ENSG00000287721.1	ENSG00000287721.1	ENSG00000287721	lncRNA	OTTHUMG00000195455.1	---	2	---	0	0	7	0	1	0	1	0	3	0
11	69072915	69162441	89526	+	ENSG00000287725.2	ENSG00000287725.2	ENSG00000287725	protein_coding	OTTHUMG00000167898.5	---	2	---	11.0569	33.2913	33.9152	7.65322	71.8328	51.4089	41.6968	7.84968	25.5467	4.8048
X	38779584	38800679	21095	-	ENSG00000287729.1	ENSG00000287729.1	ENSG00000287729	lncRNA	OTTHUMG00000194695.1	---	2	---	1	1	1	1	2	2	4	2	1	0
7	135170816	135172415	1599	+	ENSG00000287733.1	ENSG00000287733.1	ENSG00000287733	lncRNA	OTTHUMG00000194022.1	---	2	---	57	107	45	96	97	63	58	95	188	54
8	133054959	133057768	2809	+	ENSG00000287736.1	ENSG00000287736.1	PTCSC1	lncRNA	OTTHUMG00000193771.1	---	2	---	62	544	72	1	137	263	126	1	114	44
17	82273748	82279646	5898	+	ENSG00000287737.3	ENSG00000287737.3	ENSG00000287737	lncRNA	OTTHUMG00000195391.1	---	2	---	27	101	55	6	64	106	82	1	54	38
2	127406731	127408222	1491	-	ENSG00000287742.1	ENSG00000287742.1	ENSG00000287742	lncRNA	OTTHUMG00000195747.1	---	2	---	5	3	3	3	8	7	5	0	4	5
16	68448843	68450003	1160	+	ENSG00000287760.1	ENSG00000287760.1	ENSG00000287760	lncRNA	OTTHUMG00000195291.1	---	2	---	0	0	1	0	6	5	1	0	0	1
2	87311460	87348729	37269	-	ENSG00000287763.1	ENSG00000287763.1	ENSG00000287763	lncRNA	OTTHUMG00000195742.1	---	2	---	0	6	0	14	2	1	0	3	1	0
14	24188914	24193107	4193	+	ENSG00000287765.1	ENSG00000287765.1	ENSG00000287765	lncRNA	OTTHUMG00000194180.1	---	2	---	0.916532	1.60383	9.5961	104.452	0.0730981	0.000613675	0.000218341	69.6388	0.10508	0.00111338
9	88384902	88389225	4323	-	ENSG00000287769.1	ENSG00000287769.1	ENSG00000287769	lncRNA	OTTHUMG00000194644.1	---	2	---	1	0	1	0	4	3	4	0	0	0
2	102037963	102058191	20228	+	ENSG00000287771.1	ENSG00000287771.1	ENSG00000287771	lncRNA	OTTHUMG00000195791.1	---	2	---	98	333	44	39	62	41	58	4	32	23
1	182837185	182839562	2377	-	ENSG00000287808.1	ENSG00000287808.1	DHX9-AS1	lncRNA	OTTHUMG00000194023.1	HGNC:56097	2	---	1	3	2	5	2	1	6	3	0	1
22	31490150	31491023	873	+	ENSG00000287817.1	ENSG00000287817.1	ENSG00000287817	lncRNA	OTTHUMG00000193892.1	---	2	---	2	2	6	16	4	6	17	4	2	1
6	42927686	42929480	1794	-	ENSG00000287825.3	ENSG00000287825.3	ENSG00000287825	lncRNA	OTTHUMG00000194671.1	---	2	---	16	13	32	39	26	34	40	30	9	24
13	40874685	40877862	3177	-	ENSG00000287837.1	ENSG00000287837.1	ENSG00000287837	lncRNA	OTTHUMG00000194967.1	---	2	---	0	4	2	2	1	4	2	3	1	0
1	155626755	155637605	10850	-	ENSG00000287839.2	ENSG00000287839.2	ENSG00000287839	lncRNA	OTTHUMG00000194515.1	---	2	---	306.818	36.7667	690.785	86.7939	578.406	594.287	457.466	1116.62	410.646	245.745
20	34132270	34136486	4216	+	ENSG00000287853.1	ENSG00000287853.1	ENSG00000287853	lncRNA	OTTHUMG00000194727.1	---	2	---	0	1	4	3	0	1	1	4	0	0
1	231363797	231528604	164807	-	ENSG00000287856.1	ENSG00000287856.1	ENSG00000287856	protein_coding	OTTHUMG00000193819.2	---	2	---	116.096	367.465	312.875	181.056	816.744	961.58	1134.51	87.4677	182.628	139.907
7	155203671	155217135	13464	+	ENSG00000287865.2	ENSG00000287865.2	ENSG00000287865	lncRNA	OTTHUMG00000195187.1	---	2	---	2	3	4	0	0	0	0	0	1	0
9	35023840	35025403	1563	-	ENSG00000287868.1	ENSG00000287868.1	ENSG00000287868	lncRNA	OTTHUMG00000195036.1	---	2	---	2	18	1	2	9	8	8	4	4	0
3	9693182	9721400	28218	-	ENSG00000287878.1	ENSG00000287878.1	ENSG00000287878	lncRNA	OTTHUMG00000195743.1	---	2	---	8	29	40	4	54	60	59	2	31	8
15	101058647	101063905	5258	-	ENSG00000287892.1	ENSG00000287892.1	ENSG00000287892	lncRNA	OTTHUMG00000195865.1	---	2	---	1	0	8	1	5	3	5	0	1	5
19	47469910	47478551	8641	+	ENSG00000287896.1	ENSG00000287896.1	ENSG00000287896	lncRNA	OTTHUMG00000195188.1	---	2	---	6.10526	2	9	1	12	14.1537	9	21.4552	17.2194	5.10277
3	171941607	171996872	55265	+	ENSG00000287899.1	ENSG00000287899.1	ENSG00000287899	lncRNA	OTTHUMG00000195818.1	---	2	---	0	0	1	0	1	6	6	0	2	0
11	3475280	3477066	1786	-	ENSG00000287906.1	ENSG00000287906.1	ENSG00000287906	lncRNA	OTTHUMG00000194333.1	---	2	---	0	0	0	0	3	0	0	3	0.33401	4
14	68731234	68736679	5445	+	ENSG00000287913.1	ENSG00000287913.1	ENSG00000287913	lncRNA	OTTHUMG00000194915.1	---	2	---	1	2	0	3	0	3	1	2	0	0
11	65305345	65314738	9393	-	ENSG00000287917.3	ENSG00000287917.3	ENSG00000287917	lncRNA	OTTHUMG00000195081.1	---	2	---	18.9912	18	14.5969	15.4126	53	76.9998	125.959	13.3771	42	45.1417
6	11291299	11296225	4926	+	ENSG00000287920.1	ENSG00000287920.1	ENSG00000287920	lncRNA	OTTHUMG00000195376.1	---	2	---	9	34	2	1	20	20	10	2	10	9
15	75225784	75227186	1402	+	ENSG00000287926.1	ENSG00000287926.1	ENSG00000287926	lncRNA	OTTHUMG00000194065.1	---	2	---	7	12	13	21	27	22	14	17	14	0
11	67252336	67261546	9210	-	ENSG00000287934.1	ENSG00000287934.1	ENSG00000287934	lncRNA	OTTHUMG00000194329.1	---	2	---	19.2441	26.9907	26.0466	0	55.0505	72.7067	55.6628	3.03574	55.2263	11.7025
11	1333250	1337069	3819	-	ENSG00000287935.1	ENSG00000287935.1	ENSG00000287935	lncRNA	OTTHUMG00000194979.1	---	2	---	9	5	11	6	1	1	3	2	0	0
10	120842521	120845147	2626	+	ENSG00000287936.1	ENSG00000287936.1	ENSG00000287936	lncRNA	OTTHUMG00000194880.1	---	2	---	2	3	1	4	1	0	0	0	1	1
2	112817076	112824458	7382	-	ENSG00000287937.1	ENSG00000287937.1	ENSG00000287937	lncRNA	OTTHUMG00000195699.1	---	2	---	5	2	2	4	4	8	4	0	9	0
5	81817531	81842361	24830	+	ENSG00000287938.1	ENSG00000287938.1	ENSG00000287938	lncRNA	OTTHUMG00000195364.1	---	2	---	17	5	6	8	11	16	23	6	1	6
15	94455469	94550573	95104	-	ENSG00000287950.1	ENSG00000287950.1	ENSG00000287950	lncRNA	OTTHUMG00000195368.1	---	2	---	2	12	2	0	0	4	4	0	1	0
3	39232531	39263353	30822	+	ENSG00000287958.2	ENSG00000287958.2	ENSG00000287958	lncRNA	OTTHUMG00000195648.1	---	2	---	3	12	4	4	7	12	3	1	7	3
22	29767091	29768097	1006	-	ENSG00000287967.1	ENSG00000287967.1	ENSG00000287967	lncRNA	OTTHUMG00000194315.1	---	2	---	1.37656	4.78197e-38	1.42749	2.59193e-35	1.3863	2.86654	3.98567	6.78072e-33	1.36112	1.05107e-28
8	60876969	60904645	27676	+	ENSG00000287975.1	ENSG00000287975.1	ENSG00000287975	lncRNA	OTTHUMG00000195630.1	---	2	---	4	6	10	20	12	15	12	1	4	9
1	146387202	146388093	891	+	ENSG00000287978.1	ENSG00000287978.1	ENSG00000287978	lncRNA	OTTHUMG00000194732.1	---	2	---	127.738	153.393	247.396	559.427	73.674	122.566	212.534	134.668	57.4223	110.326
14	51022967	51031033	8066	+	ENSG00000287990.1	ENSG00000287990.1	ENSG00000287990	lncRNA	OTTHUMG00000194942.1	---	2	---	3	1	0	1	0	1	0	3	0	1
14	98999571	99003546	3975	+	ENSG00000287991.1	ENSG00000287991.1	ENSG00000287991	lncRNA	OTTHUMG00000194440.1	---	2	---	3	1	0	8	5	3	6	0	5	3
6	89130887	89145986	15099	-	ENSG00000288009.1	ENSG00000288009.1	ENSG00000288009	lncRNA	OTTHUMG00000195431.1	---	2	---	2	12	4	2	4	5	3	5	2	0
11	108008678	108009319	641	-	ENSG00000288012.2	ENSG00000288012.2	ENSG00000288012	lncRNA	OTTHUMG00000193987.1	---	2	---	9.85361e-18	1.54884	11.6947	10.2273	3.14087	1.48643	4.55337	12.5334	1.03586e-38	9.30164e-09
11	88337839	88428549	90710	+	ENSG00000288018.3	ENSG00000288018.3	ENSG00000288018	lncRNA	OTTHUMG00000194876.1	---	2	---	1	3	0	7	2	5	6	5	2	2
4	173397770	173409560	11790	+	ENSG00000288025.1	ENSG00000288025.1	ENSG00000288025	lncRNA	OTTHUMG00000195574.1	---	2	---	4	26	7	4.10145	6	7	1	0	2	0
12	7954216	7972760	18544	+	ENSG00000288043.1	ENSG00000288043.1	ENSG00000288043	lncRNA	OTTHUMG00000195180.1	---	2	---	14.0523	4.72036	9.90353	7.5839	10.1512	14.9685	13.682	2.99448	9.41961e-07	9.25582
14	24271201	24298862	27661	+	ENSG00000288044.3	ENSG00000288044.3	ENSG00000288044	lncRNA	OTTHUMG00000193927.1	---	2	---	2	2	3	12	7	5	6.85127	19	1	2
6	6725036	6733192	8156	+	ENSG00000288046.1	ENSG00000288046.1	ENSG00000288046	lncRNA	OTTHUMG00000195585.1	---	2	---	29	35	43	14	26	60	63	20	11	18
